CG,1308,HGU,3,GKA,1,,0,DH8 DHT
CG,1308,LAE,4,GKA,1,,0,DH8
CG,1308,MAG,2,GKA,1,,0,DH8
CG,1308,POM,5,GKA,1,,0,DH8
